tnsn ,titem_name ,titem_price ,tdescription 
8010-01-344-5090 ,Fire-Retardant Enamel ,46.44,"This fire retardant enamel is designed for use on primed or painted metal bulkheads. The chlorinated alkyd resin enamel forms a dry, rust resistant film that will not burn. It retards combustion, but will not prevent burning of base material. Dries to the"
8040-01-168-0077 ,Firewall and Electrical Equipment Sealan ,51.03,"This 1-part, non-corrosive, alcohol-curing, RTV silicone rubber paste is for use as a firewall sealant or a flame-retardant coating in switching devices, motors, and high-voltage transformers.  "
8030-01-452-0832 ,Firewall Sealant ,67.19,"A 2-part, silicone firewall sealant for sealing firewalls against passage of air and vapors.  Service temperatures are from -65 to 400 deg. F and flash temps to 3500 deg. F.  It resists phosphate ester hydraulic fluids.  The sealant is primerless, has a 2"
8030-00-783-8886 ,Firewall Sealing Compound ,19.65,"This synthetic rubber-based sealant is flame resistant, making it effective in sealing firewall structures. For a temperature range of -65 to +400?F and a flash temperature of up to +2000?F.  "
8030-00-783-8898 ,Firewall Sealing Compound ,84.85,"This synthetic rubber-based sealant is flame resistant, making it effective in sealing firewall structures. For a temperature range of -65 to +400?F and a flash temperature of up to +2000?F.  "
8030-00-723-5345 ,Firewall Sealing Compound ,40.36,"This synthetic rubber-based sealant is flame resistant, making it effective in sealing firewall structures. For a temperature range of -65 to +400?F and a flash temperature of up to +2000?F.  "
6545-00-656-1093 ,First Aid Kit ,64.8,"First aid kit is designed by the USDA Forest Service for forest workers and wildland firefighters, but is suitably equipped for all users. Kit contains: antiseptic kit; two body fluids barrier kits; 25 bandages (woven adhesive); 12 knuckles bandages; 16 b"
6545-00-656-1092 ,First Aid Kit ,11.42,"First aid kit is designed by the USDA Forest Service for forest workers and wildland firefighters, but it is suitably equipped for all users. Kit contains: three povidone iodine swabs; two gauze pads; two non-stick pads; six bandages (woven adhesive); fou"
6545-01-010-7754 ,First Aid Kit ,111.61,"Intended for use by a crew (up to 25 persons) in the field. First aid kit is designed by the USDA Forest Service for forest workers and wildland firefighters, but it is suitably equipped for all users. Kit contains; 25 bandages (woven adhesive); 12 knuckl"
6545-00-656-1094 ,First Aid Kit ,81.93,"Intended for use in vehicles or large crews (20 to 25 persons). First aid kit is designed by the USDA Forest Service for forest workers and wildland firefighters, but it is suitably equipped for all users. Kit contains: 25 bandages (woven adhesive); 12 kn"
6545-01-465-1800 ,First Aid Kit ,113.51,"15 person kit. Kit includes: four rescue blankets; 25 butterfly bandages (large or medium); 100 4"" x 4"" sterile gauze pads; 200 4"" x 4"" non-sterile gauze pads; two 2"" stretch-gauze bandages; two 3"" stretch-gauze bandages; two 4"" stretch-gauze bandages; th"
6545-01-465-1823 ,First Aid Kit ,293.45,"50 Person Kit. Kit includes: three 54"" x 80"" emergency blankets; six rescue blankets; 100 butterfly bandages (large or medium); 200 4"" x 4"" sterile gauze pads; 200 4"" x 4"" non-sterile gauze pads; two 2"" stretch-gauze bandage; three 3"" stretch-gauze bandag"
6545-01-465-1846 ,First Aid Kit ,64.54,"8 Person kit. Eight-person kit includes: rescue blanket; five butterfly bandages (large or medium);  five 4"" x 4"" sterile gauze pads; five 3"" x 3"" sterile gauze pads; five knuckle bandages; five fingertip bandages; triple antibiotic (0.5 gram); burn dress"
6545-00-664-5313 ,First Aid Kit (Automobile) ,23.67,"Commercial kit is designed to be kept in an automobile and can be a lifesaver for travelers. Kit includes: two 1"" x 10 yards of gauze bandages (in rolls); 1"" x 2-1/2 yards roll of adhesive tape; six 3"" x 3"" sterile gauze pads; 12 1"" x 3"" adhesive bandages"
6545-00-663-9032 ,First Aid Kit (Small Office) ,31.17,"25 person First Aid Kit. Small offices will find all the components necessary to handle minor medical emergencies in this kit. Consists of: 32 adhesive 1"" x 3"" bandages; 1"" x 2-1/2 yds. adhesive tape on core; 12 gauze pads 2"" x 2""; two 1"" x 10-yds. gauze "
9905-00-196-1068 ,Flagging Ribbon ,14.67,"(NFES #2396) Fluorescent color (often referred to as ""glow colors""). Vinyl plastic strip can be used as a flagging marker in field survey work and for designating and identifying specific outdoor objects and locations.  "
9905-01-523-2578 ,Flagging Ribbon ,18.24,"Fluorescent pink ribbon features the words ""Escape Route"" in bold black capital lettering 1""-high (repeated every 20""). (NFES #0566)  "
9905-01-523-2324 ,Flagging Ribbon ,19.97,"Hazards flagging ribbon is black with yellow 1/2"" diagonal stripes every half inch. (NFES #0267)  "
9905-00-684-4646 ,Flagging Ribbon ,22.61,Roll contains 100 yards in length. Vinyl plastic strip can be used as a flagging marker in field survey work and for designating and identifying specific outdoor objects and locations.  
8345-00-130-2781 ,Flags of Office (Automobile) ,21.76,"Chief of Mission, Embassy or Legation. For automobile display. Handsome flags serve as official symbols of individual rank or position.  "
8345-01-007-9131 ,Flags of Office (Automobile) ,39.34,Consular Officer in Charge of Consular Post. For automobile display. Handsome flags serve as official symbols of individual rank or position.  
8345-00-130-2784 ,Flags of Office (Indoor) ,830.21,"Chief of Mission, Embassy or Legation. For indoor display in lobbies or reception areas. Handsome flags serve as official symbols of individual rank or position.  "
8345-00-138-7137 ,Flags of Office (Indoor) ,214.19,Consular Officer in Charge of Consular Post. For indoor display in lobbies or reception areas. Handsome flags serve as official symbols of individual rank or position.  
8030-00-054-1686 ,Flame Retardant Compound ,253.23,"For flameproofing hospital clothing, bedding, curtains & similar articles. Apply after each washing to reduce fire hazard. Apply to Cotton, wool, silk, rayon, linen Paper, paperboard (non-yellowing under heat exposure).  "
8030-01-155-3238 ,Flange Sealant ,58,"National Starch & Chemical/Permabond International part number Perma-Lok HH190 50 ml, Hernon Mfg. part number 392430 or Accrabond Inc. product INSTAbond 398. A one component, anaerobic acrylic, gel like product that cures at room temperature forming a sea"
8305-00-913-5817 ,Flannel Cloth ,155.97,"Plain weave lightweight cotton flannel cloth; 4-oz per square yard. Can be used as polishing or cleaning cloth for aircraft windscreens and canopies. Cotton flannel, napped on both sides.  "
5120-01-387-0055 ,Flare Nut Wrench ,51.27,"Forged steel flare nut wrench has a corrosion-preventive coating and is for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts. Has a nondistortion design, with heads that are angled at 15 deg. and an open-end slot that "
5120-00-269-7972 ,Flare Nut Wrench (Double Head) ,20.3,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-269-7973 ,Flare Nut Wrench (Double Head) ,20.59,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-601-9406 ,Flare Nut Wrench (Double Head) ,18.14,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-935-7366 ,Flare Nut Wrench (Double Head) ,11.37,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-935-7367 ,Flare Nut Wrench (Double Head) ,17.21,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-025-0205 ,Flare Nut Wrench (Double Head) ,23.89,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-025-0206 ,Flare Nut Wrench (Double Head) ,19.37,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-025-0207 ,Flare Nut Wrench (Double Head) ,20.12,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-046-7302 ,Flare Nut Wrench (Double Head) ,20.85,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-046-7303 ,Flare Nut Wrench (Double Head) ,9.51,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-122-9392 ,Flare Nut Wrench (Double Head) ,8.74,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-892-4946 ,Flare Nut Wrench (Double Head) ,8.92,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-892-4947 ,Flare Nut Wrench (Double Head) ,9.6,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-01-102-4474 ,Flare Nut Wrench (Double Head) ,14.54,These double head flare nut wrenches are designed for tightening and loosening tube fittings and stuffing gland nuts and similar flare nuts by having an open end slot that fits over the tubing. They are chromium plated & can be 6 or 12 point. B107.100.  
5120-00-224-3159 ,Flare Nut Wrench (Single Head) ,11.32,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-00-224-3160 ,Flare Nut Wrench (Single Head) ,12.21,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-00-224-3155 ,Flare Nut Wrench (Single-Head) ,10.06,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-00-224-3156 ,Flare Nut Wrench (Single-Head) ,10.27,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-00-224-3158 ,Flare Nut Wrench (Single-Head) ,11.25,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-00-277-2696 ,Flare Nut Wrench (Single-Head) ,24.14,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-00-277-2697 ,Flare Nut Wrench (Single-Head) ,32.2,"This 12-point, single head, chrome or black oxide wrench has nondistortion design. This wrench perfectly tightens and loosens tube fittings, stuffing gland nuts & similar flare nuts. A-A-1350.  "
5120-01-103-8545 ,Flare Nut Wrench Set ,44.54,"This flare nut wrench set consists of (5) wrenches in sizes: 1/4"" x 5/16"", 3/8"" x 7/16"", 1/2"" x 9/16"", 5/8"" x 11/16"", 3/4"" x 13/16"". These double head flare nut wrench sets are designed for tightening and loosening tube fittings and stuffing gland nuts an"
5120-00-103-9754 ,Flare Nut Wrench Set ,45.4,"This flare nut wrench set consists of (5) wrenches in sizes: 9mm x 11mm, 10mm x 12mm, 13mm x 14mm, 15mm x 17mm & 19mm x 21mm. These double head flare nut wrench sets are designed for tightening and loosening tube fittings and stuffing gland nuts and simil"
7510-01-108-0174 ,Flashbreaker Tape ,8.1,"This 0.0020"" thick, plastic polyester tape is opaque with adhesive on one side.  "
6230-01-513-3306 ,Flashlight ,219.72,"Includes 1 spare lamp in the head assembly (3.0 volts). Requires two D alkaline batteries (not included). Premium flashlight with durable aluminum body, corrosion-resistant, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for br"
6230-01-513-3267 ,Flashlight ,232.97,"Includes 1 spare lamp in the head assembly (4.5 volts). Requires three D alkaline batteries (not included). Premium flashlight with durable aluminum body, corrosion-resistant, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for "
6230-01-513-3284 ,Flashlight ,247.5,"Includes 1 spare lamp in the head assembly (6.0 volts). Requires four D alkaline batteries (not included). Premium flashlight with durable aluminum body, corrosion-resistant, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for b"
6230-01-513-3286 ,Flashlight ,260.21,"Includes 1 spare lamp in the head assembly (7.5 volts). Requires five D alkaline batteries (not included). Premium flashlight with durable aluminum body, corrosion-resistant, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for b"
6230-01-513-2663 ,Flashlight ,154.35,"Premium flashlight with durable aluminum body, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for brighter light. Push button on/off switch, shatter proof lens and corrosion-resistant body. Includes a belt holster and 1 spare l"
6230-01-513-3296 ,Flashlight ,154.35,"Premium flashlight with durable aluminum body, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for brighter light. Push button on/off switch, shatter proof lens and corrosion-resistant body. Includes a belt holster and 1 spare l"
6230-01-513-3305 ,Flashlight ,154.35,"Premium flashlight with durable aluminum body, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for brighter light. Push button on/off switch, shatter proof lens and corrosion-resistant body. Includes a belt holster and 1 spare l"
6230-01-513-4300 ,Flashlight ,154.35,"Premium flashlight with durable aluminum body, featuring an adjustable beam between spot and flood utilizing a Xenon bulb for brighter light. Push button on/off switch, shatter proof lens and corrosion-resistant body. Includes a belt holster and 1 spare l"
6230-00-299-3035 ,Flashlight ,10.27,"Explosion-proof and heat-resistant flashlight is specifically designed to resist dust, water and fumes.  It is especially suited for use in areas where danger is present from possible explosion of combustible gases, dusts or explosives. Also suitable for "
6230-01-291-7531 ,Flashlight ,19.48,Flashlight provides a high-intensity light beam. Change from a narrow beam to a flood with a twist of the wrist. Includes a spare bulb installed in the compartment of the tail cap. Requires two D cell batteries (not included). For replacement batteries se
6230-00-163-1856 ,Flashlight ,5.95,"Heavy-duty model comes with one PR-2 bulb installed, plus a spare bulb that is stored in the watertight plastic case, with hanger ring. Requires two D cell batteries (not included). (Flashlight is not intended for use in environments containing explosive "
6230-00-270-5418 ,Flashlight ,8.35,"Keep this handy for general use. Standard flashlight features a three-way switch for on, off and flasher functions plus a diffused-light lens and multi-colored (red, blue and blackout) removable filters. Has a straight, molded plastic case and comes with "
6230-01-463-5816 ,Flashlight ,8.94,"Right-angle shape, rough service waterproof flashlight features a three-position switch (on/off/blinker) with guard, an ABS body, a belt clip, and a hanging ring plus a diffused light lens and multi-colored (red, blue and blackout) removable filters. Incl"
6230-00-926-4331 ,Flashlight ,10.54,"Specially designed for directing vehicular traffic and for other signaling purposes. Straight plastic body with cone-shaped traffic baton is watertight and includes a 30-1/2""-long nylon cord affixed to a mounting ring. Features a three-way switch for on, "
6230-00-781-3671 ,Flashlight ,9.45,Standard-duty model is suitable for general use. Comes with one PR-2 bulb. Metal or plastic case has a permanently attached magnet. Requires two D cell batteries (not included). For replacement batteries see NSN's 6135-01-446-8310 (PG/4) or 6135-00-835-72
6230-00-643-3486 ,Flashlight ,7.98,Standard-duty model is suitable for general use. Requires three D cell batteries (not included). Includes one PR-3 bulb and a metal or plastic case. For replacement batteries see NSN's 6135-01-446-8310 (PG/4) or 6135-00-835-7210 (PG/12). Tube-shaped flash
6230-01-259-4495 ,Flashlight ,10.34,"Water resistant flashlight is round with an aluminum body. Designed to operate at 3.0 volts. Requires two standard ""AA"" size alkaline batteries (not included).  "
7520-01-463-6556 ,Flat Liquid Ink Highlighter ,5.98,"Set of five highlighters includes one each of orange, green,  pink, yellow and blue. These high-quality highlighters feature a chisel tip, an ergonomically designed barrel, and fluorescent ink in assorted eye-catching colors. The multi-purpose ink even wo"
7520-01-238-1728 ,Flat Liquid Ink Highlighter ,5.04,"(NFES #1039). Set of four highlighters includes one of each orange, green, pink and yellow. These high-quality highlighters feature a chisel tip, an ergonomically designed barrel, and fluorescent ink in assorted eye-catching colors. The multi-purpose ink "
7520-01-553-8141 ,Flat Liquid Ink Highlighter ,6.94,"Five color set includes one each of green, yellow, pink, blue and orange. Multi-purpose chisel tip highlighter features visible ink supply and free-flow ink delivery system.  Conforms with ASTM D-4236.  "
7520-01-553-8140 ,Flat Liquid Ink Highlighter ,5.87,"Four color set includes one each of  green, yellow, pink, and orange Multi-purpose chisel tip highlighter features visible ink supply and free-flow ink delivery system.  Conforms with ASTM D-4236.  "
7920-01-565-4600 ,Flat Mop Handle ,22.21,"Use with microfiber flat mop NSN 7920-01-565-4596 and 7920-01-565-4599. Skilcraft flat mop tool with a universal swivel, includes a 43"" aluminum handle which expands up to 75"".  "
7920-01-565-4595 ,Flat Mop Handle ,20.21,"Use with microfiber flat mop NSN 7920-01-565-4597 and 7920-01-565-4598. Skilcraft flat mop tool with a universal swivel, includes a 43"" aluminum handle which expands up to 75"".  "
5120-01-028-7102 ,Flat Nose Pliers - Precision ,12.86,"Precision small lightweight flat-nose pliers for delicate work. Pliers have box joints to assure alignment of jaws. Smooth jaws have a 7/8"" length, 3/16"" thickness, 1/8"" tip width and measure 4-1/2"" long.  "
5120-00-010-7913 ,Flat Tip Screwdriver ,4.76,"3/8"" square female drive on top of handle. Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted reces"
5120-00-010-7914 ,Flat Tip Screwdriver ,3.42,"3/8"" square female drive on top of handle. Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted reces"
5120-00-042-6837 ,Flat Tip Screwdriver ,2.44,"3/8"" square female drive on top of handle. Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted reces"
5120-00-764-8059 ,Flat Tip Screwdriver ,4.19,"3/8"" square female drive on top of handle. Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted"
5120-00-764-8061 ,Flat Tip Screwdriver ,5.51,"3/8"" square female drive on top of handle. Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted"
5120-00-832-6223 ,Flat Tip Screwdriver ,4.93,"3/8"" square female drive on top of handle. Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted"
5120-00-764-8058 ,Flat Tip Screwdriver ,4.63,"3/8"" square female drive on top of handle. Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted"
5120-00-540-0563 ,Flat Tip Screwdriver ,4.34,"Blade is insulated for electrical use. Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. I"
5120-00-913-5843 ,Flat Tip Screwdriver ,3.71,"Blade is insulated for electrical use. Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. I"
5120-00-905-6730 ,Flat Tip Screwdriver ,10.77,"Blade is insulated for electrical use. Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. I"
5120-00-227-7334 ,Flat Tip Screwdriver ,2.8,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-287-2504 ,Flat Tip Screwdriver ,2.73,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-287-2505 ,Flat Tip Screwdriver ,2.97,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-288-7803 ,Flat Tip Screwdriver ,3.36,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-596-8653 ,Flat Tip Screwdriver ,2.1,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-905-6729 ,Flat Tip Screwdriver ,14.38,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-278-1270 ,Flat Tip Screwdriver ,1.73,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-260-4837 ,Flat Tip Screwdriver ,1.98,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-236-2127 ,Flat Tip Screwdriver ,2.14,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-227-7356 ,Flat Tip Screwdriver ,2.18,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-278-1273 ,Flat Tip Screwdriver ,3.68,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-278-1267 ,Flat Tip Screwdriver ,3.73,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-278-1269 ,Flat Tip Screwdriver ,4.25,"Type 1: Cabinet screwdriver with straight sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all trade"
5120-00-236-3242 ,Flat Tip Screwdriver ,15.38,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-278-1276 ,Flat Tip Screwdriver ,5.96,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-293-0315 ,Flat Tip Screwdriver ,7.37,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-293-3309 ,Flat Tip Screwdriver ,5.39,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-596-9364 ,Flat Tip Screwdriver ,7.54,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-335-8546 ,Flat Tip Screwdriver ,1.45,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-335-8568 ,Flat Tip Screwdriver ,4.42,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-367-3745 ,Flat Tip Screwdriver ,4.74,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-398-7973 ,Flat Tip Screwdriver ,4.73,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-406-7726 ,Flat Tip Screwdriver ,4.97,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-222-8852 ,Flat Tip Screwdriver ,1.24,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-236-2140 ,Flat Tip Screwdriver ,1.62,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-062-8454 ,Flat Tip Screwdriver ,2.23,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-596-8502 ,Flat Tip Screwdriver ,2.51,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-234-8910 ,Flat Tip Screwdriver ,3.41,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-398-7946 ,Flat Tip Screwdriver ,3.91,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-278-1283 ,Flat Tip Screwdriver ,4.73,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-00-237-6985 ,Flat Tip Screwdriver ,6.56,"Type 2: General-purpose screwdriver with flared sides & features a round shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by all"
5120-01-335-8542 ,Flat Tip Screwdriver ,3.27,"Type 2: General-purpose screwdriver with flared sides & features a square shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by al"
5120-01-335-8540 ,Flat Tip Screwdriver ,3.35,"Type 2: General-purpose screwdriver with flared sides & features a square shank. These straight, chrome plated, handle type, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool used by al"
5120-00-287-2502 ,Flat Tip Screwdriver (Non-Sparking) ,29.58,"These straight handle type, beryllium copper or aluminum bronze alloy, flat tip screwdrivers are for inserting & removing screws with a straight single slotted recess. It is the perfect tool when you need a non-magnetic/non-sparking screwdriver. Tip has s"
